Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1609501,MCV2,REGION,WPR,,,YEAR,2011,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
1621246,MCV2,COUNTRY,SYC,AFR,Africa,YEAR,2024,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
1621633,MCV2,COUNTRY,MUS,AFR,Africa,YEAR,2012,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
1626450,MCV2,COUNTRY,JAM,AMR,Americas,YEAR,2017,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
1626932,MCV2,COUNTRY,ATG,AMR,Americas,YEAR,2018,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
1627068,MCV2,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2010,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
1627429,MCV2,COUNTRY,ITA,EUR,Europe,YEAR,2022,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1628045,MCV2,COUNTRY,VCT,AMR,Americas,YEAR,2005,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
1629316,MCV2,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1629853,MCV2,COUNTRY,PRY,AMR,Americas,YEAR,2021,,,,,,,,,67,67,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1633085,MCV2,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2003,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1634281,MCV2,COUNTRY,ALB,EUR,Europe,YEAR,2007,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
1635703,MCV2,COUNTRY,CHN,WPR,Western Pacific,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1635754,MCV2,COUNTRY,EST,EUR,Europe,YEAR,2022,,,,,,,,,81,81,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1636093,MCV2,COUNTRY,PHL,WPR,Western Pacific,YEAR,2016,,,,,,,,,62,62,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1639584,MCV2,COUNTRY,VUT,WPR,Western Pacific,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1652286,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2004,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1653755,MCV2,COUNTRY,CYP,EUR,Europe,YEAR,2010,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
1654256,MCV2,COUNTRY,LBR,AFR,Africa,YEAR,2019,,,,,,,,,13,13,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1660692,MCV2,COUNTRY,SWZ,AFR,Africa,YEAR,2004,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1664608,MCV2,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,77,77,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1664929,MCV2,COUNTRY,ALB,EUR,Europe,YEAR,2002,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
1665195,MCV2,COUNTRY,ISL,EUR,Europe,YEAR,2014,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
1665216,MCV2,COUNTRY,COD,AFR,Africa,YEAR,2022,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1665929,MCV2,COUNTRY,KIR,WPR,Western Pacific,YEAR,2022,,,,,,,,,68,68,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1666035,MCV2,COUNTRY,ALB,EUR,Europe,YEAR,2001,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1670847,MCV2,COUNTRY,DNK,EUR,Europe,YEAR,2003,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1672256,MCV2,REGION,EMR,,,YEAR,2018,,,,,,,,,73,73,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
1678941,MCV2,COUNTRY,TON,WPR,Western Pacific,YEAR,2004,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1684521,MCV2,COUNTRY,SLV,AMR,Americas,YEAR,2017,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
1685106,MCV2,COUNTRY,MUS,AFR,Africa,YEAR,2013,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
1685224,MCV2,COUNTRY,IND,SEAR,South-East Asia,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1691099,MCV2,COUNTRY,GBR,EUR,Europe,YEAR,2022,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1703134,MCV2,COUNTRY,TJK,EUR,Europe,YEAR,2007,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
1703293,MCV2,COUNTRY,ESP,EUR,Europe,YEAR,2008,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
1703825,MCV2,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2009,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1708866,MCV2,COUNTRY,MLT,EUR,Europe,YEAR,2018,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
1710266,MCV2,COUNTRY,VNM,WPR,Western Pacific,YEAR,2012,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
1711057,MCV2,COUNTRY,DMA,AMR,Americas,YEAR,2022,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1715548,MCV2,COUNTRY,CHE,EUR,Europe,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1716334,MCV2,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2008,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
1720402,MCV2,COUNTRY,PLW,WPR,Western Pacific,YEAR,2018,,,,,,,,,75,75,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
1720975,MCV2,COUNTRY,LSO,AFR,Africa,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1729011,MCV2,COUNTRY,LVA,EUR,Europe,YEAR,2008,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
1739487,MCV2,COUNTRY,BIH,EUR,Europe,YEAR,2016,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1739900,MCV2,COUNTRY,ETH,AFR,Africa,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1741526,MCV2,COUNTRY,BGR,EUR,Europe,YEAR,2005,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
1746407,MCV2,COUNTRY,AGO,AFR,Africa,YEAR,2016,,,,,,,,,16,16,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1747374,MCV2,COUNTRY,FIN,EUR,Europe,YEAR,2020,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1754352,MCV2,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1760296,MCV2,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2011,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
1765985,MCV2,COUNTRY,CUB,AMR,Americas,YEAR,2010,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
1766281,MCV2,COUNTRY,AUS,WPR,Western Pacific,YEAR,2004,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1768096,MCV2,COUNTRY,KAZ,EUR,Europe,YEAR,2016,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1773183,MCV2,COUNTRY,SGP,WPR,Western Pacific,YEAR,2000,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1781154,MCV2,COUNTRY,GNB,AFR,Africa,YEAR,2022,,,,,,,,,1,1,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1784964,MCV2,COUNTRY,MHL,WPR,Western Pacific,YEAR,2004,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1786036,MCV2,COUNTRY,AZE,EUR,Europe,YEAR,2017,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
1792615,MCV2,COUNTRY,KIR,WPR,Western Pacific,YEAR,2016,,,,,,,,,79,79,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1796949,MCV2,COUNTRY,SWZ,AFR,Africa,YEAR,2013,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
1797217,MCV2,COUNTRY,CMR,AFR,Africa,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
1797412,MCV2,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1799988,MCV2,COUNTRY,PAN,AMR,Americas,YEAR,2012,,,,,,,,,72,72,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
1803783,MCV2,COUNTRY,ZWE,AFR,Africa,YEAR,2023,,,,,,,,,77,77,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
1809306,MCV2,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1809858,MCV2,COUNTRY,NOR,EUR,Europe,YEAR,2019,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1812374,MCV2,COUNTRY,KGZ,EUR,Europe,YEAR,2012,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
1816717,MCV2,COUNTRY,BRB,AMR,Americas,YEAR,2005,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
1822570,MCV2,COUNTRY,ZAF,AFR,Africa,YEAR,2016,,,,,,,,,69,69,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
1823485,MCV2,COUNTRY,CAF,AFR,Africa,YEAR,2011,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
1824608,MCV2,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2022,,,,,,,,,72,72,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1828375,MCV2,COUNTRY,BFA,AFR,Africa,YEAR,2015,,,,,,,,,50,50,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1828935,MCV2,COUNTRY,MOZ,AFR,Africa,YEAR,2021,,,,,,,,,38,38,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1837335,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2022,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1837925,MCV2,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2011,,,,,,,,,76,76,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
1842834,MCV2,COUNTRY,NRU,WPR,Western Pacific,YEAR,2004,,,,,,,,,60,60,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1843301,MCV2,COUNTRY,URY,AMR,Americas,YEAR,2024,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
1843304,MCV2,COUNTRY,TTO,AMR,Americas,YEAR,2001,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1850859,MCV2,COUNTRY,VUT,WPR,Western Pacific,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
1854231,MCV2,COUNTRY,AGO,AFR,Africa,YEAR,2006,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
1855119,MCV2,REGION,WPR,,,YEAR,2020,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1859515,MCV2,COUNTRY,JPN,WPR,Western Pacific,YEAR,2003,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1860138,MCV2,COUNTRY,MNG,WPR,Western Pacific,YEAR,2009,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1861962,MCV2,COUNTRY,ISR,EUR,Europe,YEAR,2024,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
1866892,MCV2,COUNTRY,SWE,EUR,Europe,YEAR,2009,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1867865,MCV2,COUNTRY,SEN,AFR,Africa,YEAR,2010,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
1868911,MCV2,COUNTRY,UGA,AFR,Africa,YEAR,2021,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1869427,MCV2,COUNTRY,CAF,AFR,Africa,YEAR,2023,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
1873175,MCV2,COUNTRY,MDA,EUR,Europe,YEAR,2006,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
1873684,MCV2,COUNTRY,BRB,AMR,Americas,YEAR,2020,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1879030,MCV2,COUNTRY,BEL,EUR,Europe,YEAR,2007,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
1879829,MCV2,COUNTRY,GBR,EUR,Europe,YEAR,2015,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1880204,MCV2,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1886534,MCV2,COUNTRY,POL,EUR,Europe,YEAR,2015,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1887255,MCV2,COUNTRY,NOR,EUR,Europe,YEAR,2006,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
1887707,MCV2,COUNTRY,USA,AMR,Americas,YEAR,2011,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
1892145,MCV2,COUNTRY,TTO,AMR,Americas,YEAR,2009,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1899020,MCV2,COUNTRY,GRC,EUR,Europe,YEAR,2017,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
1899809,MCV2,COUNTRY,DNK,EUR,Europe,YEAR,2008,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
1901462,MCV2,COUNTRY,SRB,EUR,Europe,YEAR,2005,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
1901495,MCV2,COUNTRY,BHS,AMR,Americas,YEAR,2003,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1907156,MCV2,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2020,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1907605,MCV2,COUNTRY,BLZ,AMR,Americas,YEAR,2015,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1910955,MCV2,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2009,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1911365,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2019,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1911456,MCV2,COUNTRY,NLD,EUR,Europe,YEAR,2021,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1920479,MCV2,COUNTRY,KNA,AMR,Americas,YEAR,2024,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
1920550,MCV2,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1924172,MCV2,COUNTRY,STP,AFR,Africa,YEAR,2010,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
1936739,MCV2,COUNTRY,NAM,AFR,Africa,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1937228,MCV2,COUNTRY,GBR,EUR,Europe,YEAR,2007,,,,,,,,,74,74,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
1937593,MCV2,COUNTRY,DEU,EUR,Europe,YEAR,2002,,,,,,,,,77,77,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
1937619,MCV2,COUNTRY,BGR,EUR,Europe,YEAR,2021,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1938270,MCV2,COUNTRY,MOZ,AFR,Africa,YEAR,2022,,,,,,,,,38,38,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1938614,MCV2,COUNTRY,TUV,WPR,Western Pacific,YEAR,2019,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1938811,MCV2,COUNTRY,ITA,EUR,Europe,YEAR,2014,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
1948828,MCV2,COUNTRY,SRB,EUR,Europe,YEAR,2013,,,,,,,,,82,82,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
1952138,MCV2,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2015,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1958226,MCV2,COUNTRY,TCD,AFR,Africa,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1967950,MCV2,COUNTRY,FJI,WPR,Western Pacific,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
1969922,MCV2,COUNTRY,ATG,AMR,Americas,YEAR,2003,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1975594,MCV2,COUNTRY,VNM,WPR,Western Pacific,YEAR,2022,,,,,,,,,81,81,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1977156,MCV2,COUNTRY,ALB,EUR,Europe,YEAR,2015,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
1977291,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2020,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1982234,MCV2,COUNTRY,FRA,EUR,Europe,YEAR,2017,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
1990056,MCV2,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2023,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
1993221,MCV2,COUNTRY,KAZ,EUR,Europe,YEAR,2008,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
1993763,MCV2,COUNTRY,EST,EUR,Europe,YEAR,2021,,,,,,,,,84,84,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
1994227,MCV2,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
2001914,MCV2,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
2002847,MCV2,COUNTRY,GAB,AFR,Africa,YEAR,2023,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
2014077,MCV2,COUNTRY,BOL,AMR,Americas,YEAR,2019,,,,,,,,,44,44,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
2019437,MCV2,COUNTRY,TCD,AFR,Africa,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
2020879,MCV2,COUNTRY,ROU,EUR,Europe,YEAR,2008,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
2025202,MCV2,COUNTRY,CRI,AMR,Americas,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
2031179,MCV2,COUNTRY,MCO,EUR,Europe,YEAR,2024,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
2032077,MCV2,COUNTRY,PSE,EMR,Eastern Mediterranean,YEAR,2013,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
2043663,MCV2,COUNTRY,BLR,EUR,Europe,YEAR,2004,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
2046835,MCV2,COUNTRY,ETH,AFR,Africa,YEAR,2024,,,,,,,,,59,59,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
2051170,MCV2,COUNTRY,MLT,EUR,Europe,YEAR,2017,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
2053150,MCV2,COUNTRY,GBR,EUR,Europe,YEAR,2016,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
2057032,MCV2,COUNTRY,MDG,AFR,Africa,YEAR,2015,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
2063706,MCV2,COUNTRY,BOL,AMR,Americas,YEAR,2013,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
2064946,MCV2,COUNTRY,ZAF,AFR,Africa,YEAR,2019,,,,,,,,,79,79,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
2065003,MCV2,COUNTRY,BLR,EUR,Europe,YEAR,2021,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
2069897,MCV2,COUNTRY,COG,AFR,Africa,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
2070625,MCV2,COUNTRY,CHL,AMR,Americas,YEAR,2020,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
2075620,MCV2,COUNTRY,FSM,WPR,Western Pacific,YEAR,2002,,,,,,,,,65,65,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
2082273,MCV2,COUNTRY,PAN,AMR,Americas,YEAR,2006,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
2083820,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2001,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
2083918,MCV2,COUNTRY,GMB,AFR,Africa,YEAR,2011,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
2084841,MCV2,COUNTRY,LBR,AFR,Africa,YEAR,2014,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
2095329,MCV2,COUNTRY,CYP,EUR,Europe,YEAR,2008,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
2096051,MCV2,COUNTRY,MEX,AMR,Americas,YEAR,2013,,,,,,,,,76,76,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
2096407,MCV2,COUNTRY,MUS,AFR,Africa,YEAR,2015,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
2102915,MCV2,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2008,,,,,,,,,82,82,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
2104130,MCV2,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,59,59,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
2109115,MCV2,COUNTRY,MDG,AFR,Africa,YEAR,2017,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
2122117,MCV2,COUNTRY,ERI,AFR,Africa,YEAR,2024,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
2126094,MCV2,COUNTRY,LTU,EUR,Europe,YEAR,2016,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
2126500,MCV2,COUNTRY,GNQ,AFR,Africa,YEAR,2007,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
2126551,MCV2,COUNTRY,TCD,AFR,Africa,YEAR,2015,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
2127269,MCV2,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2017,,,,,,,,,81,81,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
