Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
117229,MCV2,COUNTRY,FRA,EUR,Europe,YEAR,2007,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
3628343,MCV2,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2004,,,,,,,,,82,82,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
7609818,MCV2,COUNTRY,RUS,EUR,Europe,YEAR,2003,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
472103,MCV2,COUNTRY,ETH,AFR,Africa,YEAR,2019,,,,,,,,,35,35,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
7685976,MCV2,COUNTRY,CAF,AFR,Africa,YEAR,2013,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
7806604,MCV2,COUNTRY,SMR,EUR,Europe,YEAR,2004,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
9538544,MCV2,COUNTRY,ZMB,AFR,Africa,YEAR,2023,,,,,,,,,70,70,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
8098556,MCV2,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2008,,,,,,,,,76,76,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
8104954,MCV2,COUNTRY,LCA,AMR,Americas,YEAR,2022,,,,,,,,,63,63,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
9760691,MCV2,COUNTRY,COK,WPR,Western Pacific,YEAR,2019,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1066749,MCV2,COUNTRY,LCA,AMR,Americas,YEAR,2016,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
2812628,MCV2,COUNTRY,DMA,AMR,Americas,YEAR,2023,,,,,,,,,81,81,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
4520310,MCV2,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2024,,,,,,,,,72,72,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
10103164,MCV2,COUNTRY,AUT,EUR,Europe,YEAR,2021,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
2939147,MCV2,COUNTRY,LUX,EUR,Europe,YEAR,2005,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
1428039,MCV2,COUNTRY,TUR,EUR,Europe,YEAR,2015,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
5496374,MCV2,COUNTRY,MYS,WPR,Western Pacific,YEAR,2015,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
3205616,MCV2,COUNTRY,VNM,WPR,Western Pacific,YEAR,2003,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
4830697,MCV2,COUNTRY,GIN,AFR,Africa,YEAR,2008,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
8763991,MCV2,COUNTRY,PNG,WPR,Western Pacific,YEAR,2007,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
66591,MCV2,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2023,,,,,,,,,39,39,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
1698878,MCV2,COUNTRY,PAN,AMR,Americas,YEAR,2014,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
7273848,MCV2,COUNTRY,SVN,EUR,Europe,YEAR,2020,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
225277,MCV2,COUNTRY,GRD,AMR,Americas,YEAR,2011,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
2066339,MCV2,COUNTRY,SLE,AFR,Africa,YEAR,2013,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
3761484,MCV2,COUNTRY,TTO,AMR,Americas,YEAR,2023,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
2231431,MCV2,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2017,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
9551280,MCV2,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2011,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
4078021,MCV2,COUNTRY,BEL,EUR,Europe,YEAR,2016,,,,,,,,,82,82,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
966404,MCV2,COUNTRY,CIV,AFR,Africa,YEAR,2008,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2008,2008-01-01,2008-12-31
9855914,MCV2,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2010,,,,,,,,,75,75,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
4640719,MCV2,COUNTRY,PAN,AMR,Americas,YEAR,2000,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
6963304,MCV2,COUNTRY,IRL,EUR,Europe,YEAR,2019,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
8764023,MCV2,COUNTRY,ESP,EUR,Europe,YEAR,2004,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
7166201,MCV2,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2022,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1667177,MCV2,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
8878348,MCV2,COUNTRY,WSM,WPR,Western Pacific,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1895220,MCV2,COUNTRY,PER,AMR,Americas,YEAR,2023,,,,,,,,,66,66,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
3755174,MCV2,COUNTRY,UZB,EUR,Europe,YEAR,2015,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
4021040,MCV2,COUNTRY,UZB,EUR,Europe,YEAR,2019,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
9697338,MCV2,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2023,,,,,,,,,69,69,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
9735389,MCV2,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
9792493,MCV2,COUNTRY,LCA,AMR,Americas,YEAR,2002,,,,,,,,,71,71,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
4311841,MCV2,COUNTRY,EST,EUR,Europe,YEAR,2013,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
8326772,MCV2,COUNTRY,WSM,WPR,Western Pacific,YEAR,2014,,,,,,,,,68,68,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
4444678,MCV2,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2019,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
8535872,MCV2,COUNTRY,NAM,AFR,Africa,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
35103,MCV2,COUNTRY,CHE,EUR,Europe,YEAR,2021,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
7210393,MCV2,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2003,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
8859251,MCV2,COUNTRY,BHS,AMR,Americas,YEAR,2020,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
5914236,MCV2,REGION,EMR,,,YEAR,2003,,,,,,,,,32,32,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
6040439,MCV2,COUNTRY,SLV,AMR,Americas,YEAR,2004,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
9215080,MCV2,COUNTRY,MDA,EUR,Europe,YEAR,2024,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
3710758,MCV2,COUNTRY,GRC,EUR,Europe,YEAR,2007,,,,,,,,,77,77,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
7647925,MCV2,COUNTRY,CHL,AMR,Americas,YEAR,2010,,,,,,,,,84,84,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
561135,MCV2,COUNTRY,BRN,WPR,Western Pacific,YEAR,2020,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
9392733,MCV2,COUNTRY,NAM,AFR,Africa,YEAR,2019,,,,,,,,,56,56,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
3989357,MCV2,COUNTRY,BLZ,AMR,Americas,YEAR,2020,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
2383785,MCV2,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2003,,,,,,,,,45,45,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
2774591,MCV2,COUNTRY,SLV,AMR,Americas,YEAR,2003,,,,,,,,,77,77,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
4438343,MCV2,COUNTRY,NRU,WPR,Western Pacific,YEAR,2002,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
6893721,MCV2,COUNTRY,DZA,AFR,Africa,YEAR,2006,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
8859262,MCV2,COUNTRY,AGO,AFR,Africa,YEAR,2022,,,,,,,,,33,33,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
5692764,MCV2,COUNTRY,GRD,AMR,Americas,YEAR,2006,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
1825762,MCV2,COUNTRY,SUR,AMR,Americas,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
7426365,MCV2,COUNTRY,SRB,EUR,Europe,YEAR,2014,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
4940339,MCV2,COUNTRY,ESP,EUR,Europe,YEAR,2013,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
4958040,MCV2,COUNTRY,URY,AMR,Americas,YEAR,2005,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
3710798,MCV2,COUNTRY,JPN,WPR,Western Pacific,YEAR,2023,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
9310201,MCV2,COUNTRY,CYP,EUR,Europe,YEAR,2024,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
3869020,MCV2,COUNTRY,MKD,EUR,Europe,YEAR,2006,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
3951263,MCV2,COUNTRY,MLT,EUR,Europe,YEAR,2012,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
6297373,MCV2,COUNTRY,MLI,AFR,Africa,YEAR,2016,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
776285,MCV2,COUNTRY,GTM,AMR,Americas,YEAR,2019,,,,,,,,,78,78,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
8124110,MCV2,COUNTRY,TON,WPR,Western Pacific,YEAR,2015,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
6563915,MCV2,COUNTRY,GBR,EUR,Europe,YEAR,2000,,,,,,,,,76,76,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
9925716,MCV2,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,59,59,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1282092,MCV2,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2020,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
6925515,MCV2,COUNTRY,MEX,AMR,Americas,YEAR,2024,,,,,,,,,69,69,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
4691371,MCV2,COUNTRY,GMB,AFR,Africa,YEAR,2020,,,,,,,,,61,61,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
5458360,MCV2,COUNTRY,ITA,EUR,Europe,YEAR,2009,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
8738750,MCV2,COUNTRY,GRD,AMR,Americas,YEAR,2003,,,,,,,,,68,68,,,,2025-07-14T16:23:12Z,2003,2003-01-01,2003-12-31
1585549,MCV2,COUNTRY,CMR,AFR,Africa,YEAR,2018,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
5616813,MCV2,COUNTRY,PRT,EUR,Europe,YEAR,2007,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
35155,MCV2,COUNTRY,DOM,AMR,Americas,YEAR,2006,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2006,2006-01-01,2006-12-31
5705516,MCV2,COUNTRY,GUY,AMR,Americas,YEAR,2016,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
5724487,MCV2,COUNTRY,NLD,EUR,Europe,YEAR,2024,,,,,,,,,81,81,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
5749858,MCV2,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
1774926,MCV2,COUNTRY,USA,AMR,Americas,YEAR,2017,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2017,2017-01-01,2017-12-31
3558548,MCV2,COUNTRY,COL,AMR,Americas,YEAR,2012,,,,,,,,,80,80,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
383753,MCV2,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2021,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
3729831,MCV2,COUNTRY,NRU,WPR,Western Pacific,YEAR,2015,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
7705128,MCV2,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2016,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
6189880,MCV2,COUNTRY,UGA,AFR,Africa,YEAR,2011,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
738163,MCV2,COUNTRY,BHS,AMR,Americas,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
8016082,MCV2,COUNTRY,TUR,EUR,Europe,YEAR,2014,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
871349,MCV2,COUNTRY,SGP,WPR,Western Pacific,YEAR,2012,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
2586859,MCV2,COUNTRY,GRD,AMR,Americas,YEAR,2010,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
2667166,MCV2,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
1098597,MCV2,COUNTRY,SYC,AFR,Africa,YEAR,2014,,,,,,,,,98,98,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
8282550,MCV2,COUNTRY,IRL,EUR,Europe,YEAR,2012,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
1219235,MCV2,COUNTRY,BOL,AMR,Americas,YEAR,2005,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
2894898,MCV2,COUNTRY,MWI,AFR,Africa,YEAR,2014,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
4564759,MCV2,COUNTRY,GHA,AFR,Africa,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1332875,MCV2,COUNTRY,TJK,EUR,Europe,YEAR,2020,,,,,,,,,97,97,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
5420275,MCV2,COUNTRY,GRC,EUR,Europe,YEAR,2013,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2013,2013-01-01,2013-12-31
7013982,MCV2,COUNTRY,NAM,AFR,Africa,YEAR,2020,,,,,,,,,63,63,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1522826,MCV2,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2010,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2010,2010-01-01,2010-12-31
7134579,MCV2,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2007,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
1673619,MCV2,COUNTRY,AUS,WPR,Western Pacific,YEAR,2014,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
7223249,MCV2,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
66720,MCV2,COUNTRY,MLT,EUR,Europe,YEAR,2005,,,,,,,,,60,60,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
7540706,MCV2,COUNTRY,BHS,AMR,Americas,YEAR,2024,,,,,,,,,60,60,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
6040523,MCV2,COUNTRY,PRT,EUR,Europe,YEAR,2004,,,,,,,,,79,79,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
9348304,MCV2,COUNTRY,HTI,AMR,Americas,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
9405469,MCV2,COUNTRY,MHL,WPR,Western Pacific,YEAR,2019,,,,,,,,,64,64,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
649885,MCV2,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2007,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
681411,MCV2,COUNTRY,COD,AFR,Africa,YEAR,2020,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
6310100,MCV2,COUNTRY,PRY,AMR,Americas,YEAR,2019,,,,,,,,,83,83,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
9583202,MCV2,COUNTRY,BWA,AFR,Africa,YEAR,2021,,,,,,,,,70,70,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
9665773,MCV2,COUNTRY,TTO,AMR,Americas,YEAR,2016,,,,,,,,,65,65,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
8054255,MCV2,COUNTRY,MLT,EUR,Europe,YEAR,2015,,,,,,,,,91,91,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
2517096,MCV2,COUNTRY,DEU,EUR,Europe,YEAR,2009,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
8086041,MCV2,COUNTRY,SMR,EUR,Europe,YEAR,2015,,,,,,,,,86,86,,,,2025-07-14T16:23:12Z,2015,2015-01-01,2015-12-31
6563961,MCV2,COUNTRY,EST,EUR,Europe,YEAR,2016,,,,,,,,,92,92,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
5126009,MCV2,REGION,EMR,,,YEAR,2020,,,,,,,,,75,75,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
1124030,MCV2,COUNTRY,DNK,EUR,Europe,YEAR,2016,,,,,,,,,85,85,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
2774668,MCV2,COUNTRY,SEN,AFR,Africa,YEAR,2024,,,,,,,,,79,79,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
8345897,MCV2,COUNTRY,KNA,AMR,Americas,YEAR,2020,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
10027014,MCV2,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2012,,,,,,,,,68,68,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
10039737,MCV2,COUNTRY,BGR,EUR,Europe,YEAR,2011,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
2907655,MCV2,COUNTRY,FIN,EUR,Europe,YEAR,2002,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2002,2002-01-01,2002-12-31
2914002,MCV2,COUNTRY,PER,AMR,Americas,YEAR,2022,,,,,,,,,54,54,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
1358347,MCV2,COUNTRY,SVK,EUR,Europe,YEAR,2024,,,,,,,,,94,94,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
8586642,MCV2,COUNTRY,NZL,WPR,Western Pacific,YEAR,2024,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2024,2024-01-01,2024-12-31
3760,MCV2,COUNTRY,KAZ,EUR,Europe,YEAR,2009,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
8916597,MCV2,COUNTRY,DOM,AMR,Americas,YEAR,2012,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2012,2012-01-01,2012-12-31
8935672,MCV2,COUNTRY,SYC,AFR,Africa,YEAR,2023,,,,,,,,,89,89,,,,2025-07-14T16:23:12Z,2023,2023-01-01,2023-12-31
206390,MCV2,COUNTRY,BIH,EUR,Europe,YEAR,2020,,,,,,,,,66,66,,,,2025-07-14T16:23:12Z,2020,2020-01-01,2020-12-31
5036603,MCV2,COUNTRY,BIH,EUR,Europe,YEAR,2011,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
5067110,MCV2,COUNTRY,KIR,WPR,Western Pacific,YEAR,2001,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
7870288,MCV2,COUNTRY,HRV,EUR,Europe,YEAR,2018,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
7889356,MCV2,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2005,,,,,,,,,69,69,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
8041537,MCV2,COUNTRY,USA,AMR,Americas,YEAR,2022,,,,,,,,,95,95,,,,2025-07-14T16:23:12Z,2022,2022-01-01,2022-12-31
4160731,MCV2,COUNTRY,TGO,AFR,Africa,YEAR,2009,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
985373,MCV2,COUNTRY,KHM,WPR,Western Pacific,YEAR,2018,,,,,,,,,64,64,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
8339594,MCV2,COUNTRY,PRY,AMR,Americas,YEAR,2016,,,,,,,,,87,87,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
8345921,MCV2,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2001,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2001,2001-01-01,2001-12-31
2831725,MCV2,COUNTRY,UGA,AFR,Africa,YEAR,2005,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
6786148,MCV2,COUNTRY,CUB,AMR,Americas,YEAR,2018,,,,,,,,,99,99,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
8434499,MCV2,REGION,WPR,,,YEAR,2018,,,,,,,,,93,93,,,,2025-07-14T16:23:12Z,2018,2018-01-01,2018-12-31
8440820,MCV2,COUNTRY,COG,AFR,Africa,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
4526838,MCV2,COUNTRY,SRB,EUR,Europe,YEAR,2007,,,,,,,,,96,96,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
5307080,MCV2,COUNTRY,SLE,AFR,Africa,YEAR,2016,,,,,,,,,50,50,,,,2025-07-14T16:23:12Z,2016,2016-01-01,2016-12-31
5382845,MCV2,COUNTRY,DMA,AMR,Americas,YEAR,2000,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
6957321,MCV2,COUNTRY,LVA,EUR,Europe,YEAR,2000,,,,,,,,,90,90,,,,2025-07-14T16:23:12Z,2000,2000-01-01,2000-12-31
1415516,MCV2,COUNTRY,MCO,EUR,Europe,YEAR,2007,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2007,2007-01-01,2007-12-31
4665982,MCV2,COUNTRY,TCD,AFR,Africa,YEAR,2019,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2019,2019-01-01,2019-12-31
1977858,MCV2,COUNTRY,CYP,EUR,Europe,YEAR,2021,,,,,,,,,88,88,,,,2025-07-14T16:23:12Z,2021,2021-01-01,2021-12-31
3647558,MCV2,COUNTRY,BEN,AFR,Africa,YEAR,2004,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2004,2004-01-01,2004-12-31
447062,MCV2,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2009,2009-01-01,2009-12-31
504107,MCV2,COUNTRY,FSM,WPR,Western Pacific,YEAR,2014,,,,,,,,,75,75,,,,2025-07-14T16:23:12Z,2014,2014-01-01,2014-12-31
9342086,MCV2,COUNTRY,DOM,AMR,Americas,YEAR,2005,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2005,2005-01-01,2005-12-31
2187184,MCV2,COUNTRY,LBR,AFR,Africa,YEAR,2011,,,,,,,,,0,0,,,,2025-07-14T16:23:12Z,2011,2011-01-01,2011-12-31
